Time Out,Event,Wilayah,Gender,Metode Pembayaran,Durasi Pembayaran,Premi,Usia
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,33
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,23
18,1,3,Laki-laki,Semester,<=60,<=2.5jt,29
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,32
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,38
12,1,3,Laki-laki,Tahunan,<=60,2.5jt-10jt,30
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,21
8,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,46
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,34
54,0,3,Perempuan,Triwulan,<=60,<=2.5jt,38
8,1,3,Laki-laki,Bulanan,>120,<=2.5jt,45
2,0,3,Perempuan,Bulanan,60-120,<=2.5jt,39
1,1,2,Perempuan,Bulanan,60-120,<=2.5jt,39
3,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,32
14,0,3,Laki-laki,Bulanan,>120,<=2.5jt,38
56,0,3,Perempuan,Bulanan,>120,<=2.5jt,36
32,0,3,Perempuan,Bulanan,>120,<=2.5jt,36
6,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,47
3,0,3,Laki-laki,Bulanan,>120,<=2.5jt,48
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,50
3,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,32
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,29
12,1,3,Perempuan,Triwulan,<=60,<=2.5jt,24
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,36
2,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,31
12,1,3,Laki-laki,Tahunan,<=60,2.5jt-10jt,39
54,0,3,Perempuan,Bulanan,>120,<=2.5jt,45
18,0,3,Perempuan,Bulanan,60-120,<=2.5jt,36
15,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,37
12,1,3,Laki-laki,Semester,<=60,<=2.5jt,27
16,0,3,Laki-laki,Bulanan,>120,<=2.5jt,27
2,0,3,Laki-laki,Bulanan,>120,<=2.5jt,42
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,30
23,0,3,Laki-laki,Bulanan,>120,<=2.5jt,33
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,47
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,38
8,1,3,Perempuan,Bulanan,>120,<=2.5jt,35
6,1,3,Laki-laki,Semester,<=60,<=2.5jt,34
34,0,3,Laki-laki,Bulanan,>120,<=2.5jt,44
43,0,3,Perempuan,Bulanan,60-120,<=2.5jt,46
43,0,3,Laki-laki,Bulanan,>120,<=2.5jt,31
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,33
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,35
9,1,3,Perempuan,Triwulan,<=60,<=2.5jt,24
2,0,3,Laki-laki,Bulanan,>120,<=2.5jt,39
1,1,2,Perempuan,Bulanan,>120,<=2.5jt,31
5,0,3,Perempuan,Bulanan,>120,<=2.5jt,41
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,43
1,1,2,Perempuan,Bulanan,60-120,<=2.5jt,47
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,44
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,34
12,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,37
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,29
2,1,3,Perempuan,Bulanan,60-120,<=2.5jt,50
3,1,2,Laki-laki,Triwulan,<=60,<=2.5jt,48
19,0,2,Laki-laki,Bulanan,>120,<=2.5jt,49
59,0,3,Perempuan,Bulanan,>120,<=2.5jt,34
10,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,27
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,21
12,1,3,Perempuan,Triwulan,<=60,<=2.5jt,24
6,0,2,Perempuan,Bulanan,>120,<=2.5jt,42
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,41
32,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,25
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,47
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,33
2,0,3,Perempuan,Bulanan,>120,<=2.5jt,34
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,27
26,0,3,Laki-laki,Tahunan,<=60,2.5jt-10jt,34
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,23
25,0,3,Perempuan,Tahunan,<=60,<=2.5jt,32
23,1,3,Laki-laki,Bulanan,>120,<=2.5jt,43
1,0,2,Perempuan,Bulanan,60-120,<=2.5jt,53
25,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,39
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,40
1,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,29
39,0,3,Laki-laki,Bulanan,>120,<=2.5jt,46
3,0,3,Perempuan,Triwulan,<=60,<=2.5jt,37
30,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,35
7,0,3,Perempuan,Bulanan,>120,<=2.5jt,36
1,1,2,Perempuan,Bulanan,60-120,<=2.5jt,33
4,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,48
51,0,3,Laki-laki,Triwulan,60-120,<=2.5jt,37
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,37
4,1,3,Laki-laki,Bulanan,>120,<=2.5jt,49
1,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,45
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,21
3,1,3,Perempuan,Bulanan,>120,<=2.5jt,27
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,47
19,0,3,Perempuan,Bulanan,>120,<=2.5jt,48
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,49
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,36
13,0,3,Perempuan,Bulanan,>120,<=2.5jt,31
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,42
13,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,26
12,1,3,Perempuan,Bulanan,60-120,<=2.5jt,46
54,0,3,Perempuan,Triwulan,<=60,<=2.5jt,49
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,37
12,0,3,Perempuan,Bulanan,>120,<=2.5jt,35
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,36
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,34
53,0,3,Perempuan,Bulanan,>120,<=2.5jt,22
12,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,36
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,23
9,0,3,Laki-laki,Bulanan,>120,<=2.5jt,40
13,0,3,Laki-laki,Bulanan,>120,<=2.5jt,50
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,32
10,0,3,Perempuan,Bulanan,>120,<=2.5jt,22
34,0,3,Perempuan,Bulanan,>120,<=2.5jt,24
6,0,2,Perempuan,Triwulan,<=60,<=2.5jt,28
43,0,3,Perempuan,Bulanan,60-120,<=2.5jt,42
6,1,3,Laki-laki,Semester,<=60,<=2.5jt,35
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,50
6,1,3,Laki-laki,Semester,<=60,<=2.5jt,46
39,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,43
3,0,3,Perempuan,Triwulan,<=60,<=2.5jt,44
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,22
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,40
12,1,3,Perempuan,Bulanan,>120,<=2.5jt,17
5,0,3,Perempuan,Bulanan,60-120,<=2.5jt,40
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,38
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,35
30,0,3,Laki-laki,Tahunan,<=60,2.5jt-10jt,44
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,43
43,0,3,Laki-laki,Bulanan,>120,<=2.5jt,46
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,24
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,28
4,1,3,Laki-laki,Bulanan,>120,<=2.5jt,38
26,1,3,Perempuan,Bulanan,>120,<=2.5jt,35
19,0,3,Perempuan,Triwulan,<=60,<=2.5jt,36
33,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,49
36,0,3,Perempuan,Bulanan,>120,<=2.5jt,30
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,31
54,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,42
4,1,3,Perempuan,Bulanan,60-120,<=2.5jt,49
3,1,3,Perempuan,Bulanan,>120,<=2.5jt,44
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,44
33,0,3,Perempuan,Bulanan,>120,<=2.5jt,33
50,0,3,Laki-laki,Triwulan,60-120,<=2.5jt,38
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,46
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,46
6,1,3,Laki-laki,Semester,<=60,<=2.5jt,26
25,0,3,Laki-laki,Bulanan,>120,<=2.5jt,36
23,0,3,Laki-laki,Tahunan,<=60,<=2.5jt,41
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,53
8,1,3,Perempuan,Bulanan,60-120,<=2.5jt,41
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,25
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,38
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,20
9,1,3,Laki-laki,Bulanan,>120,<=2.5jt,46
26,1,3,Perempuan,Bulanan,>120,<=2.5jt,42
22,0,3,Perempuan,Triwulan,<=60,<=2.5jt,32
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,35
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,33
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,24
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,49
12,1,3,Perempuan,Triwulan,<=60,<=2.5jt,20
52,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,26
12,0,3,Perempuan,Bulanan,>120,<=2.5jt,32
3,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,42
2,1,3,Perempuan,Bulanan,60-120,<=2.5jt,43
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,34
37,0,3,Laki-laki,Tahunan,<=60,<=2.5jt,21
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,49
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,38
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,31
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,45
35,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,22
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,40
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,33
4,1,2,Perempuan,Bulanan,60-120,<=2.5jt,52
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,34
30,0,3,Perempuan,Bulanan,60-120,<=2.5jt,47
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,34
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,27
21,0,3,Laki-laki,Bulanan,>120,<=2.5jt,45
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,46
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,27
2,1,3,Perempuan,Bulanan,60-120,<=2.5jt,44
32,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,28
1,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,22
55,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,47
8,1,3,Perempuan,Bulanan,>120,<=2.5jt,45
24,1,2,Perempuan,Tahunan,<=60,<=2.5jt,48
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,38
22,1,3,Laki-laki,Bulanan,>120,<=2.5jt,28
4,1,3,Perempuan,Bulanan,60-120,<=2.5jt,36
53,0,3,Perempuan,Bulanan,>120,<=2.5jt,32
20,1,3,Perempuan,Bulanan,>120,<=2.5jt,50
56,0,3,Laki-laki,Tahunan,<=60,>10jt,50
13,1,3,Perempuan,Bulanan,60-120,<=2.5jt,45
6,0,2,Perempuan,Bulanan,>120,<=2.5jt,29
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,33
2,0,3,Perempuan,Bulanan,60-120,<=2.5jt,49
3,0,3,Perempuan,Bulanan,>120,<=2.5jt,43
60,0,3,Laki-laki,Semester,<=60,<=2.5jt,43
1,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,28
54,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,19
49,0,3,Laki-laki,Bulanan,>120,<=2.5jt,36
2,1,2,Laki-laki,Bulanan,>120,<=2.5jt,40
24,0,2,Laki-laki,Tahunan,<=60,>10jt,24
25,0,3,Perempuan,Bulanan,>120,<=2.5jt,46
6,1,3,Perempuan,Bulanan,>120,<=2.5jt,41
3,0,3,Perempuan,Bulanan,>120,<=2.5jt,41
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,31
3,1,3,Perempuan,Bulanan,>120,<=2.5jt,42
49,0,3,Laki-laki,Bulanan,>120,<=2.5jt,33
12,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,29
4,1,3,Perempuan,Bulanan,>120,<=2.5jt,45
2,0,3,Perempuan,Bulanan,60-120,<=2.5jt,50
41,0,3,Perempuan,Bulanan,>120,<=2.5jt,28
4,1,3,Perempuan,Bulanan,>120,<=2.5jt,25
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,37
7,1,3,Laki-laki,Bulanan,>120,<=2.5jt,43
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,30
32,0,2,Perempuan,Bulanan,60-120,<=2.5jt,20
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,35
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,37
7,1,3,Perempuan,Bulanan,60-120,<=2.5jt,28
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,27
13,0,3,Perempuan,Triwulan,<=60,<=2.5jt,40
38,0,3,Laki-laki,Bulanan,>120,<=2.5jt,43
16,0,3,Perempuan,Triwulan,<=60,<=2.5jt,30
39,1,3,Perempuan,Triwulan,<=60,<=2.5jt,32
9,1,3,Laki-laki,Bulanan,>120,<=2.5jt,27
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,30
17,0,3,Laki-laki,Bulanan,>120,<=2.5jt,26
16,0,3,Laki-laki,Tahunan,<=60,2.5jt-10jt,39
28,0,3,Perempuan,Bulanan,60-120,<=2.5jt,22
15,0,3,Laki-laki,Bulanan,>120,<=2.5jt,28
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,35
10,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,27
19,0,3,Perempuan,Bulanan,>120,<=2.5jt,42
3,1,3,Perempuan,Bulanan,>120,<=2.5jt,36
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,35
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,33
24,1,3,Laki-laki,Semester,<=60,<=2.5jt,25
2,1,3,Perempuan,Bulanan,60-120,<=2.5jt,38
3,0,2,Laki-laki,Triwulan,<=60,<=2.5jt,32
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,34
12,1,3,Laki-laki,Bulanan,>120,<=2.5jt,44
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,31
5,1,3,Perempuan,Bulanan,>120,<=2.5jt,34
13,0,2,Perempuan,Tahunan,<=60,2.5jt-10jt,50
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,24
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,41
3,0,3,Perempuan,Bulanan,>120,<=2.5jt,37
12,1,3,Laki-laki,Semester,<=60,<=2.5jt,44
30,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,46
46,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,38
11,1,2,Laki-laki,Bulanan,>120,<=2.5jt,38
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,47
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,21
52,0,3,Laki-laki,Bulanan,>120,<=2.5jt,45
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,18
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,31
12,1,3,Perempuan,Triwulan,<=60,<=2.5jt,46
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,36
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,43
11,1,3,Laki-laki,Bulanan,>120,<=2.5jt,48
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,21
30,0,3,Perempuan,Bulanan,>120,<=2.5jt,44
7,1,3,Perempuan,Bulanan,60-120,<=2.5jt,39
3,1,3,Perempuan,Bulanan,>120,<=2.5jt,47
24,0,3,Laki-laki,Tahunan,<=60,2.5jt-10jt,49
9,0,2,Laki-laki,Triwulan,<=60,<=2.5jt,43
3,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,40
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,41
60,0,3,Perempuan,Bulanan,>120,<=2.5jt,24
41,0,3,Perempuan,Bulanan,>120,<=2.5jt,39
20,0,3,Perempuan,Bulanan,60-120,<=2.5jt,47
22,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,31
25,0,3,Perempuan,Bulanan,>120,<=2.5jt,40
2,0,3,Perempuan,Bulanan,>120,<=2.5jt,34
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,34
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,37
5,0,3,Perempuan,Bulanan,>120,<=2.5jt,32
32,0,3,Perempuan,Bulanan,>120,<=2.5jt,37
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,38
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,44
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,23
51,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,42
12,1,3,Laki-laki,Tahunan,<=60,<=2.5jt,47
28,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,42
15,1,3,Laki-laki,Bulanan,>120,<=2.5jt,48
30,0,3,Perempuan,Bulanan,>120,<=2.5jt,37
19,0,2,Perempuan,Bulanan,>120,<=2.5jt,49
12,1,3,Perempuan,Bulanan,60-120,<=2.5jt,34
38,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,26
7,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,22
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,44
32,1,3,Perempuan,Bulanan,>120,<=2.5jt,31
39,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,50
9,1,3,Laki-laki,Bulanan,>120,<=2.5jt,45
5,0,3,Perempuan,Bulanan,>120,<=2.5jt,36
3,1,3,Perempuan,Bulanan,>120,<=2.5jt,45
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,42
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,38
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,34
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,32
16,0,3,Laki-laki,Bulanan,>120,<=2.5jt,20
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,45
12,1,3,Perempuan,Triwulan,<=60,<=2.5jt,34
15,0,3,Laki-laki,Bulanan,>120,<=2.5jt,23
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,20
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,48
19,0,3,Perempuan,Triwulan,<=60,<=2.5jt,47
32,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,42
1,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,34
11,0,3,Perempuan,Tahunan,<=60,2.5jt-10jt,31
7,1,3,Perempuan,Bulanan,>120,<=2.5jt,25
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,34
49,0,3,Perempuan,Bulanan,>120,<=2.5jt,28
12,1,2,Laki-laki,Triwulan,<=60,<=2.5jt,26
1,0,3,Perempuan,Bulanan,60-120,<=2.5jt,41
49,0,3,Laki-laki,Bulanan,>120,<=2.5jt,42
26,1,3,Perempuan,Bulanan,>120,<=2.5jt,37
28,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,40
14,1,3,Perempuan,Bulanan,60-120,<=2.5jt,40
17,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,47
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,33
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,27
7,1,3,Perempuan,Bulanan,>120,<=2.5jt,46
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,37
12,1,2,Perempuan,Tahunan,<=60,2.5jt-10jt,39
39,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,25
16,0,3,Perempuan,Bulanan,>120,<=2.5jt,22
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,39
25,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,50
10,1,3,Laki-laki,Bulanan,>120,<=2.5jt,37
24,1,3,Perempuan,Triwulan,<=60,<=2.5jt,51
46,0,3,Laki-laki,Bulanan,>120,<=2.5jt,44
3,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,46
59,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,47
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,28
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,41
12,1,3,Perempuan,Tahunan,<=60,2.5jt-10jt,48
24,0,3,Perempuan,Bulanan,>120,<=2.5jt,50
54,0,3,Perempuan,Triwulan,<=60,<=2.5jt,34
25,0,3,Perempuan,Bulanan,60-120,<=2.5jt,36
3,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,47
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,43
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,27
9,1,3,Perempuan,Triwulan,<=60,<=2.5jt,25
3,0,3,Perempuan,Bulanan,>120,<=2.5jt,42
37,0,3,Laki-laki,Bulanan,>120,<=2.5jt,33
26,0,3,Laki-laki,Bulanan,>120,<=2.5jt,38
43,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,37
40,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,25
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,26
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,20
15,1,3,Perempuan,Bulanan,60-120,<=2.5jt,17
3,0,3,Laki-laki,Bulanan,>120,<=2.5jt,28
28,0,3,Perempuan,Bulanan,>120,<=2.5jt,32
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,34
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,48
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,27
2,1,3,Perempuan,Bulanan,60-120,<=2.5jt,32
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,32
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,29
14,1,3,Laki-laki,Bulanan,>120,<=2.5jt,46
4,1,3,Perempuan,Bulanan,>120,<=2.5jt,27
31,0,3,Perempuan,Bulanan,>120,<=2.5jt,54
8,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,40
7,1,3,Perempuan,Bulanan,>120,<=2.5jt,39
21,1,3,Perempuan,Bulanan,60-120,<=2.5jt,33
13,0,3,Perempuan,Bulanan,>120,<=2.5jt,35
18,0,3,Perempuan,Bulanan,60-120,<=2.5jt,26
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,27
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,50
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,44
1,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,39
9,1,2,Perempuan,Bulanan,>120,<=2.5jt,50
48,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,50
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,50
6,1,3,Laki-laki,Semester,<=60,<=2.5jt,41
26,0,3,Laki-laki,Bulanan,>120,<=2.5jt,49
32,0,2,Perempuan,Semester,<=60,<=2.5jt,27
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,26
32,0,3,Perempuan,Bulanan,>120,<=2.5jt,18
12,1,2,Perempuan,Tahunan,<=60,2.5jt-10jt,26
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,30
2,1,3,Perempuan,Bulanan,60-120,<=2.5jt,28
23,0,3,Laki-laki,Bulanan,>120,<=2.5jt,43
16,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,46
60,0,3,Perempuan,Bulanan,>120,<=2.5jt,49
2,0,3,Perempuan,Bulanan,>120,<=2.5jt,41
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,28
19,0,2,Perempuan,Bulanan,60-120,<=2.5jt,44
23,0,3,Laki-laki,Bulanan,>120,<=2.5jt,41
50,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,30
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,23
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,45
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,29
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,49
26,0,3,Perempuan,Bulanan,>120,<=2.5jt,49
12,0,3,Perempuan,Tahunan,<=60,2.5jt-10jt,34
50,0,3,Perempuan,Tahunan,<=60,2.5jt-10jt,34
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,37
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,50
1,0,3,Perempuan,Bulanan,60-120,<=2.5jt,47
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,35
3,0,3,Laki-laki,Bulanan,>120,<=2.5jt,33
6,1,3,Laki-laki,Semester,<=60,<=2.5jt,34
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,43
5,0,3,Perempuan,Bulanan,>120,<=2.5jt,39
25,0,3,Laki-laki,Bulanan,>120,<=2.5jt,42
8,0,3,Perempuan,Bulanan,>120,<=2.5jt,40
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,32
15,0,2,Laki-laki,Bulanan,>120,<=2.5jt,25
15,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,30
45,1,3,Laki-laki,Bulanan,>120,<=2.5jt,37
20,0,3,Laki-laki,Bulanan,>120,<=2.5jt,23
4,0,3,Perempuan,Bulanan,>120,<=2.5jt,28
25,0,3,Perempuan,Bulanan,>120,<=2.5jt,30
6,1,3,Perempuan,Bulanan,>120,<=2.5jt,48
27,0,3,Perempuan,Triwulan,<=60,<=2.5jt,24
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,34
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,47
15,1,3,Perempuan,Bulanan,>120,<=2.5jt,25
30,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,39
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,24
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,38
41,0,3,Perempuan,Bulanan,>120,<=2.5jt,41
32,0,3,Laki-laki,Bulanan,>120,<=2.5jt,47
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,37
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,44
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,46
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,29
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,44
12,0,3,Laki-laki,Semester,<=60,<=2.5jt,50
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,41
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,44
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,45
44,0,3,Perempuan,Bulanan,>120,<=2.5jt,39
39,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,20
56,0,3,Laki-laki,Triwulan,60-120,<=2.5jt,48
